TransactionAmount,TransactionType,Location,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,TransactionAmount_Bin,Target
598.81,Debit,Philadelphia,92.214.76.157,M081,Branch,57.0,Doctor,158.0,1.0,1415.52,2024-11-04 08:10:13,2,3
841.28,Debit,Tucson,101.223.82.253,M083,Online,26.0,Student,80.0,1.0,1103.6400000000008,2024-11-04 08:09:58,0,2
38.150000000000006,Debit,Mesa,77.21.150.75,M005,Online,26.0,Student,108.0,1.0,303.6800000000003,2024-11-04 08:07:42,1,2
124.72,Debit,Oklahoma City,147.234.20.46,M004,Branch,33.0,Engineer,105.0,1.0,6309.8,2024-11-04 08:07:25,1,1
208.04,Debit,Louisville,65.27.212.129,M055,Online,47.0,Engineer,273.0,1.0,9344.98,2024-11-04 08:08:45,1,1
381.33,Debit,Albuquerque,62.251.170.72,M034,ATM,56.0,Doctor,75.0,1.0,11835.35,2024-11-04 08:09:32,2,1
16.159999999999997,Debit,Milwaukee,161.177.41.214,M065,ATM,50.0,Doctor,124.0,1.0,14401.17,2024-11-04 08:11:59,1,1
486.08,Debit,Oklahoma City,138.87.180.254,M060,Online,18.0,Student,68.0,1.0,1748.69,2024-11-04 08:07:03,2,2
336.39,Debit,San Antonio,203.99.96.114,M003,Branch,21.0,Student,18.0,1.0,1000.46,2024-11-04 08:09:57,2,2
234.57,Debit,Chicago,45.182.28.148,M045,Online,23.0,Student,120.0,1.0,263.97999999999956,2024-11-04 08:08:47,1,0
5.999999999999972,Debit,Chicago,18.72.115.111,M090,Online,30.0,Doctor,246.0,1.0,5442.76,2024-11-04 08:09:43,1,1
227.14,Debit,Charlotte,197.162.55.147,M057,ATM,18.0,Student,294.0,1.0,341.9399999999996,2024-11-04 08:11:34,1,0
45.849999999999994,Debit,Los Angeles,163.129.70.210,M085,ATM,20.0,Student,92.0,1.0,1659.15,2024-11-04 08:07:23,1,2
415.5,Debit,Memphis,140.212.253.222,M077,ATM,66.0,Doctor,141.0,1.0,10113.66,2024-11-04 08:10:23,2,1
265.76,Debit,Philadelphia,3.157.63.220,M049,Online,54.0,Retired,92.0,1.0,4446.17,2024-11-04 08:12:18,1,3
69.4,Debit,Virginia Beach,216.151.64.40,M073,Online,80.0,Retired,113.0,1.0,6452.77,2024-11-04 08:09:04,1,3
267.9,Debit,San Antonio,216.32.4.105,M078,Online,20.0,Student,160.0,1.0,596.1599999999999,2024-11-04 08:08:34,1,2
496.03,Debit,San Francisco,210.160.90.52,M009,Branch,61.0,Doctor,265.0,1.0,12904.66,2024-11-04 08:09:41,2,1
376.26,Debit,Tucson,82.88.241.226,M081,ATM,37.0,Engineer,245.0,1.0,9062.4,2024-11-04 08:09:58,2,1
35.75999999999996,Debit,Charlotte,111.78.64.133,M057,Branch,23.0,Student,122.0,1.0,611.8599999999997,2024-11-04 08:11:40,1,0
28.529999999999973,Debit,Washington,215.97.143.157,M035,Online,62.0,Doctor,99.0,1.0,8670.53,2024-11-04 08:06:30,1,1
307.57,Debit,Detroit,128.16.32.183,M049,Branch,33.0,Doctor,285.0,1.0,5307.74,2024-11-04 08:06:33,2,1
74.86000000000001,Debit,Nashville,161.168.126.136,M028,Branch,70.0,Doctor,125.0,1.0,6921.48,2024-11-04 08:07:39,1,1
231.91,Debit,Memphis,161.71.2.223,M044,ATM,34.0,Engineer,165.0,1.0,112.76000000000022,2024-11-04 08:12:15,1,3
126.21,Debit,Baltimore,141.121.30.32,M001,Branch,75.0,Retired,268.0,1.0,5669.66,2024-11-04 08:08:42,1,3
304.35,Debit,Houston,183.39.94.209,M007,Branch,31.0,Engineer,36.0,1.0,4057.1,2024-11-04 08:08:45,2,2
281.85,Debit,Detroit,219.193.239.152,M013,ATM,22.0,Student,109.0,1.0,1585.98,2024-11-04 08:07:38,1,0
777.88,Debit,Houston,139.23.212.102,M018,Branch,31.0,Engineer,17.0,1.0,6825.55,2024-11-04 08:09:15,0,1
119.18,Debit,Los Angeles,7.105.184.86,M093,Branch,56.0,Retired,96.0,1.0,5516.5,2024-11-04 08:07:34,1,3
177.19,Debit,Chicago,130.92.201.49,M088,Online,76.0,Retired,43.0,1.0,5343.3,2024-11-04 08:06:30,1,3
260.88,Debit,Denver,184.59.28.72,M094,Branch,22.0,Student,36.0,1.0,903.0500000000002,2024-11-04 08:06:52,1,0
169.47,Debit,Chicago,120.170.93.69,M046,Online,24.0,Student,19.0,1.0,1806.1599999999999,2024-11-04 08:07:37,1,0
73.23000000000002,Debit,Portland,155.37.19.43,M022,Branch,26.0,Student,14.0,1.0,787.7399999999998,2024-11-04 08:11:12,1,2
792.57,Debit,Baltimore,110.235.207.187,M059,ATM,19.000000000000004,Student,164.0,1.0,770.3699999999999,2024-11-04 08:10:39,0,0
237.06,Debit,Phoenix,61.95.76.233,M049,Online,71.0,Retired,46.0,1.0,1182.77,2024-11-04 08:07:50,1,3
740.25,Debit,Philadelphia,1.198.76.182,M010,Online,41.0,Doctor,123.0,1.0,14464.3,2024-11-04 08:08:27,0,1
453.54,Debit,Albuquerque,223.32.70.156,M017,ATM,58.0,Doctor,82.0,1.0,12046.3,2024-11-04 08:12:06,2,1
300.47,Debit,Jacksonville,156.173.170.140,M065,Branch,73.0,Retired,100.0,1.0,7885.64,2024-11-04 08:08:00,1,3
201.69,Debit,Las Vegas,193.108.17.115,M019,ATM,59.0,Doctor,299.0,1.0,7328.52,2024-11-04 08:10:16,1,1
399.21,Debit,Portland,30.229.179.194,M062,ATM,59.0,Engineer,109.0,1.0,3210.39,2024-11-04 08:08:21,2,3
630.36,Debit,Mesa,200.22.195.243,M084,ATM,62.0,Retired,52.0,1.0,1363.65,2024-11-04 08:12:15,0,3
215.9,Debit,Los Angeles,147.119.62.178,M083,ATM,38.0,Doctor,235.0,1.0,7873.28,2024-11-04 08:10:23,1,1
20.359999999999985,Debit,Tucson,96.115.67.230,M069,Branch,62.0,Retired,75.0,1.0,2762.48,2024-11-04 08:11:15,1,3
493.11,Debit,Chicago,35.220.238.127,M022,Branch,53.0,Retired,236.0,1.0,7432.99,2024-11-04 08:08:01,2,3
307.41,Debit,Los Angeles,1.7.29.72,M007,ATM,19.000000000000004,Student,14.0,1.0,1057.0000000000005,2024-11-04 08:09:48,2,2
11.180000000000007,Debit,Atlanta,16.51.235.240,M017,Online,43.0,Doctor,161.0,1.0,5956.89,2024-11-04 08:10:20,1,1
313.82,Debit,Tucson,179.43.245.131,M097,Branch,59.0,Engineer,151.0,1.0,7261.59,2024-11-04 08:08:42,2,3
288.04,Debit,Denver,205.69.66.135,M092,ATM,68.0,Retired,63.0,1.0,1748.02,2024-11-04 08:10:00,1,3
800.55,Debit,Oklahoma City,8.244.162.185,M062,ATM,31.0,Engineer,108.0,1.0,9660.22,2024-11-04 08:06:49,0,1
485.54,Debit,Houston,140.212.253.222,M061,ATM,46.0,Engineer,143.0,1.0,6371.51,2024-11-04 08:11:46,2,3
521.15,Debit,Kansas City,166.7.230.111,M084,ATM,54.0,Doctor,214.0,1.0,9442.47,2024-11-04 08:07:31,2,1
304.93,Debit,Portland,21.190.11.223,M098,ATM,65.0,Doctor,158.0,1.0,13531.22,2024-11-04 08:08:15,2,1
694.2,Debit,Milwaukee,27.143.109.203,M035,ATM,61.0,Retired,72.0,1.0,1389.37,2024-11-04 08:07:23,0,3
116.86000000000001,Debit,Louisville,184.146.10.88,M088,ATM,55.0,Engineer,171.0,1.0,6706.56,2024-11-04 08:12:15,1,3
74.88,Debit,Atlanta,161.161.26.115,M026,ATM,25.0,Student,202.0,1.0,420.6700000000001,2024-11-04 08:07:46,1,0
361.27,Debit,Omaha,78.100.105.143,M088,ATM,63.0,Doctor,180.0,1.0,7945.57,2024-11-04 08:10:07,2,1
131.56,Debit,Charlotte,27.215.118.94,M014,Branch,44.0,Doctor,42.000000000000014,1.0,5873.54,2024-11-04 08:07:12,1,1
547.87,Debit,Columbus,188.205.152.176,M064,ATM,64.0,Retired,131.0,1.0,6155.76,2024-11-04 08:10:31,2,3
457.3,Debit,Virginia Beach,62.27.235.199,M042,Online,28.0,Engineer,15.0,1.0,8318.29,2024-11-04 08:07:53,2,2
506.24,Debit,Chicago,136.104.90.223,M077,ATM,58.0,Engineer,64.0,1.0,230.09000000000015,2024-11-04 08:11:40,2,3
486.5899999999999,Debit,Indianapolis,129.102.184.189,M017,Branch,57.0,Retired,119.0,1.0,2513.56,2024-11-04 08:10:02,2,3
163.68,Debit,San Diego,35.67.21.23,M087,Branch,41.0,Doctor,292.0,1.0,10090.05,2024-11-04 08:11:01,1,1
581.65,Debit,Boston,80.92.209.207,M009,ATM,22.0,Student,176.0,1.0,480.1899999999996,2024-11-04 08:09:39,2,0
523.74,Debit,Oklahoma City,216.151.64.40,M099,ATM,43.0,Doctor,159.0,1.0,13498.55,2024-11-04 08:06:52,2,1
91.48000000000002,Debit,Fort Worth,160.74.183.38,M081,ATM,51.0,Doctor,141.0,1.0,14942.78,2024-11-04 08:09:17,1,1
5.250000000000028,Debit,San Jose,93.170.203.44,M010,ATM,39.0,Doctor,49.0,1.0,14143.32,2024-11-04 08:12:22,1,1
736.73,Debit,Memphis,107.247.202.71,M037,Branch,48.0,Engineer,10.0,1.0,3313.07,2024-11-04 08:10:54,0,3
588.54,Debit,Portland,211.97.88.141,M031,Branch,32.0,Engineer,130.0,1.0,714.4499999999998,2024-11-04 08:10:37,2,2
173.5,Debit,Nashville,32.13.122.242,M052,ATM,21.0,Student,282.0,1.0,1306.9099999999999,2024-11-04 08:11:52,1,0
40.66,Debit,Louisville,148.25.159.90,M061,Branch,59.0,Retired,156.0,1.0,1153.8400000000001,2024-11-04 08:11:28,1,3
34.06999999999999,Debit,Philadelphia,29.168.185.63,M080,Branch,22.0,Student,81.0,1.0,8709.77,2024-11-04 08:07:21,1,2
492.06,Debit,Fresno,60.166.231.236,M012,Online,23.0,Student,74.0,1.0,857.8999999999996,2024-11-04 08:09:56,2,0
73.55000000000001,Debit,Atlanta,196.121.240.10,M086,ATM,51.0,Engineer,158.0,1.0,2812.06,2024-11-04 08:11:21,1,3
760.53,Debit,Phoenix,177.116.108.246,M005,Online,57.0,Engineer,118.0,1.0,6179.91,2024-11-04 08:09:35,0,3
371.69,Debit,San Francisco,124.180.225.109,M020,Branch,67.0,Retired,143.0,1.0,3484.32,2024-11-04 08:09:59,2,3
218.96,Debit,Seattle,52.196.112.199,M021,ATM,18.0,Student,13.0,1.0,754.21,2024-11-04 08:10:35,1,2
227.39,Debit,Atlanta,96.115.67.230,M010,Online,18.0,Student,65.0,1.0,751.0900000000001,2024-11-04 08:11:36,1,0
341.15,Debit,San Jose,6.44.165.160,M042,Online,18.0,Student,148.0,1.0,511.3699999999999,2024-11-04 08:10:09,2,2
434.58,Debit,Memphis,80.92.209.207,M091,ATM,59.0,Doctor,215.0,1.0,12648.32,2024-11-04 08:08:15,2,1
75.15,Debit,Boston,135.29.211.116,M094,ATM,23.0,Student,154.0,1.0,1092.92,2024-11-04 08:11:00,1,0
23.30000000000001,Debit,Los Angeles,111.226.226.202,M061,ATM,59.0,Engineer,161.0,1.0,6711.15,2024-11-04 08:08:06,1,3
488.15,Debit,Louisville,81.102.230.41,M098,Branch,43.0,Engineer,168.0,1.0,7071.09,2024-11-04 08:11:13,2,1
12.819999999999993,Debit,Fort Worth,152.234.65.155,M055,ATM,44.0,Engineer,156.0,1.0,9045.19,2024-11-04 08:08:25,1,1
535.91,Debit,Las Vegas,104.80.232.55,M097,Online,43.0,Engineer,22.0,1.0,9642.12,2024-11-04 08:10:49,2,1
97.98000000000002,Debit,Denver,211.42.9.0,M033,Branch,72.0,Retired,18.0,1.0,7460.33,2024-11-04 08:08:43,1,3
196.08,Debit,San Francisco,198.73.211.114,M088,Online,61.0,Retired,98.0,1.0,4233.82,2024-11-04 08:06:31,1,3
251.18,Debit,San Jose,134.222.122.238,M058,ATM,42.0,Engineer,246.0,1.0,8303.9,2024-11-04 08:07:55,1,1
44.52000000000001,Debit,El Paso,89.21.156.229,M081,Online,28.0,Student,205.0,1.0,314.27999999999975,2024-11-04 08:10:28,1,0
178.87,Debit,Baltimore,134.247.5.188,M001,Online,35.0,Doctor,180.0,1.0,5241.23,2024-11-04 08:10:16,1,1
386.68,Debit,New York,207.157.126.125,M019,Branch,46.0,Doctor,128.0,1.0,6863.06,2024-11-04 08:06:28,2,1
167.14,Debit,Denver,125.89.163.224,M049,Online,76.0,Retired,19.999999999999986,1.0,3877.73,2024-11-04 08:06:26,1,3
345.22,Debit,Fresno,164.75.163.220,M025,Branch,69.0,Retired,253.0,1.0,4046.58,2024-11-04 08:07:35,2,3
74.85,Debit,Raleigh,191.82.103.198,M091,ATM,72.0,Retired,117.0,1.0,2409.73,2024-11-04 08:11:49,1,3
671.73,Debit,Washington,112.56.160.202,M071,Branch,58.0,Engineer,54.0,1.0,5211.88,2024-11-04 08:12:04,0,3
255.04,Debit,Seattle,98.39.212.221,M084,ATM,45.0,Engineer,152.0,1.0,6217.86,2024-11-04 08:11:38,1,1
45.77000000000001,Debit,Philadelphia,85.239.236.80,M066,Online,25.0,Student,109.0,1.0,5978.12,2024-11-04 08:08:01,1,2
47.420000000000016,Debit,San Diego,41.0.10.107,M012,ATM,64.0,Doctor,28.0,1.0,8253.52,2024-11-04 08:08:56,1,1
35.99000000000004,Debit,Miami,162.207.77.170,M023,Branch,63.0,Retired,129.0,1.0,4489.79,2024-11-04 08:09:17,1,3
48.72,Debit,Virginia Beach,158.135.64.240,M063,Branch,21.0,Student,17.0,1.0,816.0799999999999,2024-11-04 08:07:27,1,2
43.46000000000001,Debit,Boston,21.190.11.223,M020,ATM,25.0,Student,80.0,1.0,578.0599999999995,2024-11-04 08:10:45,1,0
443.79,Debit,Las Vegas,198.39.35.23,M099,ATM,53.0,Retired,87.0,1.0,3133.85,2024-11-04 08:11:16,2,3
365.14,Debit,Dallas,173.232.121.213,M002,Online,68.0,Retired,57.0,1.0,5894.09,2024-11-04 08:07:25,2,3
757.4099999999999,Debit,Los Angeles,125.89.163.224,M048,ATM,22.0,Student,37.0,1.0,9532.42,2024-11-04 08:09:03,0,2
20.539999999999992,Debit,Fort Worth,171.101.134.74,M055,Branch,51.0,Engineer,72.0,1.0,5327.03,2024-11-04 08:07:27,1,3
475.36,Debit,Phoenix,132.127.5.187,M018,ATM,34.0,Engineer,105.0,1.0,2000.6,2024-11-04 08:06:59,2,2
34.74000000000001,Debit,San Francisco,82.88.241.226,M072,ATM,56.0,Retired,24.0,1.0,6827.57,2024-11-04 08:11:03,1,3
211.18,Debit,Washington,64.89.183.39,M059,ATM,73.0,Retired,90.0,1.0,4069.17,2024-11-04 08:11:50,1,3
61.43000000000001,Debit,Phoenix,14.200.197.126,M035,Online,24.0,Student,170.0,1.0,1882.77,2024-11-04 08:08:18,1,2
167.44,Debit,Mesa,166.7.230.111,M087,Branch,37.0,Doctor,82.0,1.0,12526.71,2024-11-04 08:10:49,1,1
361.46,Debit,Nashville,171.150.178.172,M093,Online,21.0,Student,83.0,1.0,4737.84,2024-11-04 08:10:42,2,2
378.85,Debit,Virginia Beach,192.95.36.246,M089,Branch,78.0,Retired,126.0,1.0,2300.53,2024-11-04 08:09:07,2,3
241.11,Debit,Columbus,195.164.171.146,M063,Branch,30.0,Doctor,55.0,1.0,12385.05,2024-11-04 08:10:49,1,1
485.54,Debit,Louisville,121.67.144.20,M080,Online,19.000000000000004,Student,148.0,1.0,1533.3199999999997,2024-11-04 08:11:09,2,0
321.15,Debit,Los Angeles,200.164.13.160,M037,Branch,46.0,Doctor,179.0,1.0,7005.05,2024-11-04 08:06:33,2,1
711.3,Debit,San Jose,109.42.41.157,M076,Branch,21.0,Student,51.0,1.0,955.3999999999996,2024-11-04 08:09:32,0,2
12.22999999999999,Debit,Houston,23.92.205.75,M065,ATM,42.0,Engineer,139.0,1.0,7844.88,2024-11-04 08:07:29,1,1
350.94,Debit,Chicago,100.137.90.188,M013,ATM,20.0,Student,64.0,1.0,221.5600000000004,2024-11-04 08:10:35,2,0
301.85,Debit,Columbus,55.154.161.250,M062,Online,54.0,Engineer,25.0,1.0,6586.19,2024-11-04 08:10:05,2,3
29.340000000000032,Debit,Louisville,40.198.240.246,M087,Online,65.0,Retired,30.0,1.0,3944.82,2024-11-04 08:11:42,1,3
231.71,Debit,Raleigh,26.105.49.129,M060,Branch,27.0,Student,148.0,1.0,1127.98,2024-11-04 08:07:02,1,2
179.43,Debit,Oklahoma City,189.198.67.252,M004,ATM,58.0,Retired,244.0,1.0,2626.63,2024-11-04 08:10:00,1,3
36.71000000000001,Debit,Jacksonville,166.7.230.111,M095,Branch,48.0,Doctor,55.0,1.0,6459.38,2024-11-04 08:11:44,1,1
233.24,Debit,Louisville,45.241.13.208,M070,ATM,33.0,Engineer,72.0,1.0,6939.23,2024-11-04 08:07:39,1,1
436.64,Debit,Los Angeles,38.210.156.148,M033,Branch,31.0,Doctor,111.0,1.0,14365.18,2024-11-04 08:08:23,2,1
870.43,Debit,Los Angeles,178.34.103.183,M037,Branch,29.0,Doctor,55.0,1.0,10115.18,2024-11-04 08:07:52,0,1
354.4,Debit,Chicago,87.234.36.48,M046,ATM,74.0,Retired,128.0,1.0,7358.65,2024-11-04 08:10:00,2,3
22.629999999999995,Debit,Kansas City,165.114.224.47,M052,Online,53.0,Engineer,112.0,1.0,4438.03,2024-11-04 08:10:56,1,3
182.19,Debit,Mesa,157.130.28.27,M007,Branch,26.0,Student,53.0,1.0,1176.1000000000004,2024-11-04 08:06:27,1,2
126.80999999999999,Debit,Philadelphia,57.232.212.116,M036,Branch,26.0,Engineer,290.0,1.0,5427.98,2024-11-04 08:12:22,1,1
288.17,Debit,Virginia Beach,142.184.68.230,M012,Online,37.0,Engineer,50.0,1.0,3653.11,2024-11-04 08:10:16,1,2
118.76999999999998,Debit,Atlanta,104.80.232.55,M066,Branch,55.0,Engineer,123.0,1.0,2104.82,2024-11-04 08:10:29,1,3
